note(canal, nota, intensidade), tick
note_off(9, 40, 64), 26688
note_on(9, 40, 100.0), 26688
note_on(9, 42, 100.0), 26688
note_off(9, 40, 64), 26760
note_off(9, 42, 64), 26784
note_on(9, 42, 100.0), 26784
note_on(9, 40, 100.0), 26784
note_off(9, 40, 64), 26808
note_on(9, 40, 100.0), 26856
note_off(9, 42, 64), 26880
note_off(9, 40, 64), 26880
note_on(9, 36, 100.0), 26880
note_on(9, 42, 100.0), 26880
note_off(9, 42, 64), 26976
note_off(9, 36, 64), 26976
note_on(9, 36, 100.0), 26976
note_on(9, 42, 100.0), 26976
note_off(9, 42, 64), 27072
note_off(9, 36, 64), 27072
note_on(9, 42, 100.0), 27072
note_on(9, 40, 100.0), 27072
note_off(9, 42, 64), 27168
note_on(9, 42, 100.0), 27168
note_on(9, 40, 100.0), 27216
note_off(9, 40, 64), 27264
note_off(9, 40, 64), 27264
note_off(9, 42, 64), 27264
note_on(9, 42, 100.0), 27264
note_on(9, 40, 100.0), 27312
note_off(9, 40, 64), 27360
note_off(9, 42, 64), 27360
note_on(9, 42, 100.0), 27360
note_on(9, 36, 100.0), 27360
note_off(9, 36, 64), 27456
note_off(9, 42, 64), 27456
note_on(9, 42, 100.0), 27456
note_on(9, 40, 100.0), 27456
note_off(9, 42, 64), 27552
note_on(9, 42, 100.0), 27552
note_on(9, 36, 100.0), 27552
note_off(9, 36, 64), 27648
note_off(9, 40, 64), 27648
note_off(9, 42, 64), 27648
note_on(9, 36, 100.0), 27648
note_on(9, 42, 100.0), 27648
note_off(9, 42, 64), 27744
note_off(9, 36, 64), 27744
note_on(9, 36, 100.0), 27744
note_on(9, 42, 100.0), 27744
note_off(9, 42, 64), 27840
note_off(9, 36, 64), 27840
note_on(9, 40, 100.0), 27840
note_on(9, 42, 100.0), 27840
note_off(9, 42, 64), 27936
note_on(9, 42, 100.0), 27936
note_off(9, 40, 64), 27984
note_on(9, 40, 100.0), 27984
note_off(9, 42, 64), 28032
note_off(9, 40, 64), 28032
note_on(9, 42, 100.0), 28032
note_on(9, 40, 100.0), 28080
note_off(9, 40, 64), 28128
note_off(9, 42, 64), 28128
note_on(9, 36, 100.0), 28128
note_on(9, 42, 100.0), 28128
note_off(9, 42, 64), 28224
note_off(9, 36, 64), 28224
note_on(9, 40, 100.0), 28224
note_on(9, 42, 100.0), 28224
note_off(9, 42, 64), 28320
note_on(9, 36, 100.0), 28320
note_on(9, 42, 100.0), 28320
note_off(9, 42, 64), 28416
note_off(9, 40, 64), 28416
note_off(9, 36, 64), 28416
note_on(9, 36, 100.0), 28416
note_on(9, 42, 100.0), 28416
note_off(9, 42, 64), 28512
note_off(9, 36, 64), 28512
note_on(9, 36, 100.0), 28512
note_on(9, 42, 100.0), 28512
note_off(9, 42, 64), 28608
note_off(9, 36, 64), 28608
note_on(9, 42, 100.0), 28608
note_on(9, 40, 100.0), 28608
note_off(9, 42, 64), 28704
note_on(9, 42, 100.0), 28704
note_on(9, 40, 100.0), 28752
note_off(9, 40, 64), 28800
note_off(9, 40, 64), 28800
note_off(9, 42, 64), 28800
note_on(9, 42, 100.0), 28800
note_on(9, 40, 100.0), 28848
note_off(9, 40, 64), 28896
note_off(9, 42, 64), 28896
note_on(9, 42, 100.0), 28896
note_on(9, 36, 100.0), 28896
note_off(9, 36, 64), 28992
note_off(9, 42, 64), 28992
note_on(9, 42, 100.0), 28992
note_on(9, 40, 100.0), 28992
note_off(9, 42, 64), 29088
note_on(9, 42, 100.0), 29088
note_on(9, 36, 100.0), 29088
note_off(9, 36, 64), 29184
note_off(9, 40, 64), 29184
note_off(9, 42, 64), 29184
note_on(9, 36, 100.0), 29184
note_on(9, 42, 100.0), 29184
note_off(9, 42, 64), 29280
note_off(9, 36, 64), 29280
note_on(9, 36, 100.0), 29280
note_on(9, 42, 100.0), 29280
note_off(9, 42, 64), 29376
note_off(9, 36, 64), 29376
note_on(9, 40, 100.0), 29376
note_on(9, 42, 100.0), 29376
note_off(9, 42, 64), 29472
note_on(9, 42, 100.0), 29472
note_off(9, 40, 64), 29520
note_on(9, 40, 100.0), 29520
note_off(9, 42, 64), 29568
note_off(9, 40, 64), 29568
note_on(9, 42, 100.0), 29568
note_on(9, 40, 100.0), 29616
note_off(9, 40, 64), 29664
note_off(9, 42, 64), 29664
note_on(9, 36, 100.0), 29664
note_on(9, 42, 100.0), 29664
note_off(9, 42, 64), 29760
note_off(9, 36, 64), 29760
note_on(9, 40, 100.0), 29760
note_on(9, 42, 100.0), 29760
note_off(9, 42, 64), 29856
note_on(9, 36, 100.0), 29856
note_on(9, 42, 100.0), 29856
note_off(9, 42, 64), 29952
note_off(9, 40, 64), 29952
note_off(9, 36, 64), 29952
note_on(9, 36, 100.0), 29952
note_on(9, 42, 100.0), 29952
note_off(9, 42, 64), 30048
note_off(9, 36, 64), 30048
note_on(9, 36, 100.0), 30048
note_on(9, 42, 100.0), 30048
note_off(9, 42, 64), 30144
note_off(9, 36, 64), 30144
note_on(9, 42, 100.0), 30144
note_on(9, 40, 100.0), 30144
note_off(9, 42, 64), 30240
note_on(9, 42, 100.0), 30240
note_on(9, 40, 100.0), 30288
note_off(9, 40, 64), 30336
note_off(9, 40, 64), 30336
note_off(9, 42, 64), 30336
note_on(9, 42, 100.0), 30336
note_on(9, 40, 100.0), 30384
note_off(9, 40, 64), 30432
note_off(9, 42, 64), 30432
note_on(9, 42, 100.0), 30432
note_on(9, 36, 100.0), 30432
note_off(9, 36, 64), 30528
note_off(9, 42, 64), 30528
note_on(9, 42, 100.0), 30528
note_on(9, 40, 100.0), 30528
note_off(9, 42, 64), 30624
note_on(9, 42, 100.0), 30624
note_on(9, 36, 100.0), 30624
note_off(9, 36, 64), 30720
note_off(9, 40, 64), 30720
note_off(9, 42, 64), 30720
note_on(9, 36, 100.0), 30720
note_on(9, 42, 100.0), 30720
note_off(9, 42, 64), 30816
note_off(9, 36, 64), 30816
note_on(9, 36, 100.0), 30816
note_on(9, 42, 100.0), 30816
note_off(9, 42, 64), 30912
note_off(9, 36, 64), 30912
note_on(9, 40, 100.0), 30912
note_on(9, 42, 100.0), 30912
note_off(9, 42, 64), 31008
note_on(9, 42, 100.0), 31008
note_off(9, 40, 64), 31056
note_on(9, 40, 100.0), 31056
note_off(9, 42, 64), 31104
note_off(9, 40, 64), 31104
note_on(9, 42, 100.0), 31104
note_on(9, 40, 100.0), 31152
note_off(9, 40, 64), 31200
note_off(9, 42, 64), 31200
note_on(9, 36, 100.0), 31200
note_on(9, 42, 100.0), 31200
note_off(9, 42, 64), 31296
note_off(9, 36, 64), 31296
note_on(9, 40, 100.0), 31296
note_on(9, 42, 100.0), 31296
note_off(9, 42, 64), 31392
note_on(9, 36, 100.0), 31392
note_on(9, 42, 100.0), 31392
note_off(9, 42, 64), 31488
note_off(9, 40, 64), 31488
note_off(9, 36, 64), 31488
note_on(9, 36, 100.0), 31488
note_on(9, 42, 100.0), 31488
note_off(9, 42, 64), 31584
note_off(9, 36, 64), 31584
note_on(9, 36, 100.0), 31584
note_on(9, 42, 100.0), 31584
note_off(9, 42, 64), 31680
note_off(9, 36, 64), 31680
note_on(9, 42, 100.0), 31680
note_on(9, 40, 100.0), 31680
note_off(9, 42, 64), 31776
note_on(9, 42, 100.0), 31776
note_on(9, 40, 100.0), 31824
note_off(9, 40, 64), 31872
note_off(9, 40, 64), 31872
note_off(9, 42, 64), 31872
note_on(9, 42, 100.0), 31872
note_on(9, 40, 100.0), 31920
note_off(9, 40, 64), 31968
note_off(9, 42, 64), 31968
note_on(9, 42, 100.0), 31968
note_on(9, 36, 100.0), 31968
note_off(9, 36, 64), 32064
note_off(9, 42, 64), 32064
note_on(9, 42, 100.0), 32064
note_on(9, 40, 100.0), 32064
note_off(9, 42, 64), 32160
note_on(9, 42, 100.0), 32160
note_on(9, 36, 100.0), 32160
note_off(9, 36, 64), 32256
note_off(9, 40, 64), 32256
note_off(9, 42, 64), 32256
note_on(9, 36, 100.0), 32256
note_on(9, 42, 100.0), 32256
note_off(9, 42, 64), 32352
note_off(9, 36, 64), 32352
note_on(9, 36, 100.0), 32352
note_on(9, 42, 100.0), 32352
note_off(9, 42, 64), 32448
note_off(9, 36, 64), 32448
note_on(9, 40, 100.0), 32448
note_on(9, 42, 100.0), 32448
note_off(9, 42, 64), 32544
note_on(9, 42, 100.0), 32544
note_off(9, 40, 64), 32592
note_on(9, 40, 100.0), 32592
note_off(9, 42, 64), 32640
note_off(9, 40, 64), 32640
note_on(9, 42, 100.0), 32640
note_on(9, 40, 100.0), 32688
note_off(9, 40, 64), 32736
note_off(9, 42, 64), 32736
note_on(9, 36, 100.0), 32736
note_on(9, 42, 100.0), 32736
note_off(9, 42, 64), 32832
note_off(9, 36, 64), 32832
note_on(9, 40, 100.0), 32832
note_on(9, 42, 100.0), 32832
note_off(9, 42, 64), 32928
note_on(9, 36, 100.0), 32928
note_on(9, 42, 100.0), 32928
note_off(9, 42, 64), 33024
note_off(9, 40, 64), 33024
note_off(9, 36, 64), 33024
note_on(9, 36, 100.0), 33024
note_on(9, 42, 100.0), 33024
note_off(9, 42, 64), 33120
note_off(9, 36, 64), 33120
note_on(9, 36, 100.0), 33120
note_on(9, 42, 100.0), 33120
note_off(9, 42, 64), 33216
note_off(9, 36, 64), 33216
note_on(9, 42, 100.0), 33216
note_on(9, 40, 100.0), 33216
note_off(9, 42, 64), 33312
note_on(9, 42, 100.0), 33312
note_on(9, 40, 100.0), 33360
note_off(9, 40, 64), 33408
note_off(9, 40, 64), 33408
note_off(9, 42, 64), 33408
note_on(9, 42, 100.0), 33408
note_on(9, 40, 100.0), 33456
note_off(9, 40, 64), 33504
note_off(9, 42, 64), 33504
note_on(9, 42, 100.0), 33504
note_on(9, 36, 100.0), 33504
note_off(9, 36, 64), 33600
note_off(9, 42, 64), 33600
note_on(9, 42, 100.0), 33600
note_on(9, 40, 100.0), 33600
note_off(9, 42, 64), 33696
note_on(9, 42, 100.0), 33696
note_on(9, 36, 100.0), 33696
note_off(9, 36, 64), 33792
note_off(9, 40, 64), 33792
note_off(9, 42, 64), 33792
note_on(9, 36, 100.0), 33792
note_on(9, 42, 100.0), 33792
note_off(9, 42, 64), 33888
note_off(9, 36, 64), 33888
note_on(9, 36, 100.0), 33888
note_on(9, 42, 100.0), 33888
note_off(9, 42, 64), 33984
note_off(9, 36, 64), 33984
note_on(9, 40, 100.0), 33984
note_on(9, 42, 100.0), 33984
note_off(9, 42, 64), 34080
note_on(9, 42, 100.0), 34080
note_off(9, 40, 64), 34128
note_on(9, 40, 100.0), 34128
note_off(9, 42, 64), 34176
note_off(9, 40, 64), 34176
note_on(9, 42, 100.0), 34176
note_on(9, 40, 100.0), 34224
note_off(9, 40, 64), 34272
note_off(9, 42, 64), 34272
note_on(9, 36, 100.0), 34272
note_on(9, 42, 100.0), 34272
note_off(9, 42, 64), 34368
note_off(9, 36, 64), 34368
note_on(9, 40, 100.0), 34368
note_on(9, 42, 100.0), 34368
note_off(9, 42, 64), 34464
note_on(9, 36, 100.0), 34464
note_on(9, 42, 100.0), 34464
note_off(9, 42, 64), 34560
note_off(9, 40, 64), 34560
note_off(9, 36, 64), 34560
note_on(9, 36, 100.0), 34560
note_on(9, 42, 100.0), 34560
note_off(9, 42, 64), 34656
note_off(9, 36, 64), 34656
note_on(9, 36, 100.0), 34656
note_on(9, 42, 100.0), 34656
note_off(9, 42, 64), 34752
note_off(9, 36, 64), 34752
note_on(9, 42, 100.0), 34752
note_on(9, 40, 100.0), 34752
note_off(9, 42, 64), 34848
note_on(9, 42, 100.0), 34848
note_on(9, 40, 100.0), 34896
note_off(9, 40, 64), 34944
note_off(9, 40, 64), 34944
note_off(9, 42, 64), 34944
note_on(9, 42, 100.0), 34944
note_on(9, 40, 100.0), 34992
note_off(9, 40, 64), 35040
note_off(9, 42, 64), 35040
note_on(9, 42, 100.0), 35040
note_on(9, 36, 100.0), 35040
note_off(9, 36, 64), 35136
note_off(9, 42, 64), 35136
note_on(9, 42, 100.0), 35136
note_on(9, 40, 100.0), 35136
note_off(9, 42, 64), 35232
note_on(9, 42, 100.0), 35232
note_on(9, 36, 100.0), 35232
note_off(9, 36, 64), 35328
note_off(9, 40, 64), 35328
note_off(9, 42, 64), 35328
note_on(9, 36, 100.0), 35328
note_on(9, 42, 100.0), 35328
note_off(9, 42, 64), 35424
note_off(9, 36, 64), 35424
note_on(9, 36, 100.0), 35424
note_on(9, 42, 100.0), 35424
note_off(9, 42, 64), 35520
note_off(9, 36, 64), 35520
note_on(9, 40, 100.0), 35520
note_on(9, 42, 100.0), 35520
note_off(9, 42, 64), 35616
note_on(9, 42, 100.0), 35616
note_off(9, 40, 64), 35664
note_on(9, 40, 100.0), 35664
note_off(9, 42, 64), 35712
note_off(9, 40, 64), 35712
note_on(9, 42, 100.0), 35712
note_on(9, 40, 100.0), 35760
note_off(9, 40, 64), 35808
note_off(9, 42, 64), 35808
note_on(9, 36, 100.0), 35808
note_on(9, 42, 100.0), 35808
note_off(9, 42, 64), 35904
note_off(9, 36, 64), 35904
note_on(9, 40, 100.0), 35904
note_on(9, 42, 100.0), 35904
note_off(9, 42, 64), 36000
note_on(9, 36, 100.0), 36000
note_on(9, 42, 100.0), 36000
note_off(9, 42, 64), 36096
note_off(9, 40, 64), 36096
note_off(9, 36, 64), 36096
note_on(9, 36, 100.0), 36096
note_on(9, 42, 100.0), 36096
note_off(9, 42, 64), 36192
note_off(9, 36, 64), 36192
note_on(9, 36, 100.0), 36192
note_on(9, 42, 100.0), 36192
note_off(9, 42, 64), 36288
note_off(9, 36, 64), 36288
note_on(9, 42, 100.0), 36288
note_on(9, 40, 100.0), 36288
note_off(9, 42, 64), 36384
note_on(9, 42, 100.0), 36384
note_on(9, 40, 100.0), 36432
note_off(9, 40, 64), 36480
note_off(9, 40, 64), 36480
note_off(9, 42, 64), 36480
note_on(9, 42, 100.0), 36480
note_on(9, 40, 100.0), 36528
note_off(9, 40, 64), 36576
note_off(9, 42, 64), 36576
note_on(9, 42, 100.0), 36576
note_on(9, 36, 100.0), 36576
note_off(9, 36, 64), 36672
note_off(9, 42, 64), 36672
note_on(9, 42, 100.0), 36672
note_on(9, 40, 100.0), 36672
note_off(9, 42, 64), 36768
note_on(9, 42, 100.0), 36768
note_on(9, 36, 100.0), 36768
note_off(9, 36, 64), 36864
note_off(9, 40, 64), 36864
note_off(9, 42, 64), 36864
note_on(9, 36, 100.0), 36864
note_on(9, 42, 100.0), 36864
note_off(9, 42, 64), 36960
note_off(9, 36, 64), 36960
note_on(9, 36, 100.0), 36960
note_on(9, 42, 100.0), 36960
note_off(9, 42, 64), 37056
note_off(9, 36, 64), 37056
note_on(9, 40, 100.0), 37056
note_on(9, 42, 100.0), 37056
note_off(9, 42, 64), 37152
note_on(9, 42, 100.0), 37152
note_off(9, 40, 64), 37200
note_on(9, 40, 100.0), 37200
note_off(9, 42, 64), 37248
note_off(9, 40, 64), 37248
note_on(9, 42, 100.0), 37248
note_on(9, 40, 100.0), 37296
note_off(9, 40, 64), 37344
note_off(9, 42, 64), 37344
note_on(9, 36, 100.0), 37344
note_on(9, 42, 100.0), 37344
note_off(9, 42, 64), 37440
note_off(9, 36, 64), 37440
note_on(9, 40, 100.0), 37440
note_on(9, 42, 100.0), 37440
note_off(9, 42, 64), 37536
note_on(9, 36, 100.0), 37536
note_on(9, 42, 100.0), 37536
note_off(9, 42, 64), 37632
note_off(9, 40, 64), 37632
note_off(9, 36, 64), 37632
note_on(9, 36, 100.0), 37632
note_on(9, 42, 100.0), 37632
note_off(9, 42, 64), 37728
note_off(9, 36, 64), 37728
note_on(9, 36, 100.0), 37728
note_on(9, 42, 100.0), 37728
note_off(9, 42, 64), 37824
note_off(9, 36, 64), 37824
note_on(9, 42, 100.0), 37824
note_on(9, 40, 100.0), 37824
note_off(9, 42, 64), 37920
note_on(9, 42, 100.0), 37920
note_on(9, 40, 100.0), 37968
note_off(9, 40, 64), 38016
note_off(9, 40, 64), 38016
note_off(9, 42, 64), 38016
note_on(9, 42, 100.0), 38016
note_on(9, 40, 100.0), 38064
note_off(9, 40, 64), 38112
note_off(9, 42, 64), 38112
note_on(9, 42, 100.0), 38112
note_on(9, 36, 100.0), 38112
note_off(9, 36, 64), 38208
note_off(9, 42, 64), 38208
note_on(9, 42, 100.0), 38208
note_on(9, 40, 100.0), 38208
note_off(9, 42, 64), 38304
note_on(9, 42, 100.0), 38304
note_on(9, 36, 100.0), 38304
note_off(9, 36, 64), 38400
note_off(9, 40, 64), 38400
note_off(9, 42, 64), 38400
note_on(9, 36, 100.0), 38400
note_on(9, 42, 100.0), 38400
note_off(9, 42, 64), 38496
note_off(9, 36, 64), 38496
note_on(9, 36, 100.0), 38496
note_on(9, 42, 100.0), 38496
note_off(9, 42, 64), 38592
note_off(9, 36, 64), 38592
note_on(9, 40, 100.0), 38592
note_on(9, 42, 100.0), 38592
note_off(9, 42, 64), 38688
note_on(9, 42, 100.0), 38688
note_off(9, 40, 64), 38736
note_on(9, 40, 100.0), 38736
note_off(9, 42, 64), 38784
note_off(9, 40, 64), 38784
note_on(9, 42, 100.0), 38784
note_on(9, 40, 100.0), 38832
note_off(9, 40, 64), 38880
note_off(9, 42, 64), 38880
note_on(9, 36, 100.0), 38880
note_on(9, 42, 100.0), 38880
note_off(9, 42, 64), 38976
note_off(9, 36, 64), 38976
note_on(9, 40, 100.0), 38976
note_on(9, 42, 100.0), 38976
note_off(9, 42, 64), 39072
note_on(9, 36, 100.0), 39072
note_on(9, 42, 100.0), 39072
note_off(9, 42, 64), 39168
note_off(9, 40, 64), 39168
note_off(9, 36, 64), 39168
note_on(9, 36, 100.0), 39168
note_on(9, 42, 100.0), 39168
note_off(9, 42, 64), 39264
note_off(9, 36, 64), 39264
note_on(9, 36, 100.0), 39264
note_on(9, 42, 100.0), 39264
note_off(9, 42, 64), 39360
note_off(9, 36, 64), 39360
note_on(9, 40, 100.0), 39360
note_on(9, 42, 100.0), 39360
note_off(9, 42, 64), 39456
note_on(9, 42, 100.0), 39456
note_off(9, 40, 64), 39504
note_on(9, 40, 100.0), 39504
note_off(9, 42, 64), 39552
note_off(9, 40, 64), 39552
note_on(9, 42, 100.0), 39552
note_on(9, 40, 100.0), 39600
note_off(9, 40, 64), 39648
note_off(9, 42, 64), 39648
note_on(9, 36, 100.0), 39648
note_on(9, 42, 100.0), 39648
note_off(9, 42, 64), 39744
note_off(9, 36, 64), 39744
note_on(9, 40, 100.0), 39744
note_on(9, 42, 100.0), 39744
note_off(9, 42, 64), 39840
note_on(9, 36, 100.0), 39840
note_on(9, 42, 100.0), 39840
note_off(9, 42, 64), 39936
note_off(9, 40, 64), 39936
note_off(9, 36, 64), 39936
note_on(9, 36, 100.0), 39936
note_on(9, 42, 100.0), 39936
note_off(9, 42, 64), 40032
note_off(9, 36, 64), 40032
note_on(9, 36, 100.0), 40032
note_on(9, 42, 100.0), 40032
note_off(9, 42, 64), 40128
note_off(9, 36, 64), 40128
note_on(9, 42, 100.0), 40128
note_on(9, 40, 100.0), 40128
note_off(9, 42, 64), 40224
note_on(9, 42, 100.0), 40224
note_on(9, 40, 100.0), 40272
note_off(9, 40, 64), 40320
note_off(9, 40, 64), 40320
note_off(9, 42, 64), 40320
note_on(9, 42, 100.0), 40320
note_on(9, 40, 100.0), 40368
note_off(9, 40, 64), 40416
note_off(9, 42, 64), 40416
note_on(9, 42, 100.0), 40416
note_on(9, 36, 100.0), 40416
note_off(9, 36, 64), 40512
note_off(9, 42, 64), 40512
note_on(9, 42, 100.0), 40512
note_on(9, 40, 100.0), 40512
note_off(9, 42, 64), 40608
note_on(9, 42, 100.0), 40608
note_on(9, 36, 100.0), 40608
note_off(9, 36, 64), 40704
note_off(9, 40, 64), 40704
note_off(9, 42, 64), 40704
note_on(9, 36, 100.0), 40704
note_on(9, 42, 100.0), 40704
note_off(9, 42, 64), 40800
note_off(9, 36, 64), 40800
note_on(9, 36, 100.0), 40800
note_on(9, 42, 100.0), 40800
note_off(9, 42, 64), 40896
note_off(9, 36, 64), 40896
note_on(9, 40, 100.0), 40896
note_on(9, 42, 100.0), 40896
note_off(9, 42, 64), 40992
note_on(9, 42, 100.0), 40992
note_off(9, 40, 64), 41040
note_on(9, 40, 100.0), 41040
note_off(9, 42, 64), 41088
note_off(9, 40, 64), 41088
note_on(9, 42, 100.0), 41088
note_on(9, 40, 100.0), 41136
note_off(9, 40, 64), 41184
note_off(9, 42, 64), 41184
note_on(9, 36, 100.0), 41184
note_on(9, 42, 100.0), 41184
note_off(9, 42, 64), 41280
note_off(9, 36, 64), 41280
note_on(9, 40, 100.0), 41280
note_on(9, 42, 100.0), 41280
note_off(9, 42, 64), 41376
note_on(9, 36, 100.0), 41376
note_on(9, 42, 100.0), 41376
note_off(9, 42, 64), 41472
note_off(9, 40, 64), 41472
note_off(9, 36, 64), 41472
note_on(9, 42, 100.0), 41472
note_off(9, 42, 64), 41568
note_on(9, 42, 100.0), 41568
note_off(9, 42, 64), 41664
note_on(9, 42, 100.0), 41664
note_off(9, 42, 64), 41760
note_on(9, 42, 100.0), 41760
note_off(9, 42, 64), 41856
note_on(9, 42, 100.0), 41856
note_off(9, 42, 64), 41952
note_on(9, 42, 100.0), 41952
note_off(9, 42, 64), 42048
note_on(9, 42, 100.0), 42048
note_off(9, 42, 64), 42144
note_on(9, 42, 100.0), 42144
note_off(9, 42, 64), 42240
note_on(9, 42, 100.0), 42240
note_off(9, 42, 64), 42336
note_on(9, 42, 100.0), 42336
note_off(9, 42, 64), 42432
note_on(9, 42, 100.0), 42432
note_off(9, 42, 64), 42528
note_on(9, 42, 100.0), 42528
note_off(9, 42, 64), 42624
note_on(9, 42, 100.0), 42624
note_off(9, 42, 64), 42720
note_on(9, 42, 100.0), 42720
note_off(9, 42, 64), 42816
note_on(9, 42, 100.0), 42816
note_off(9, 42, 64), 42912
note_on(9, 42, 100.0), 42912
note_off(9, 42, 64), 43008
note_on(9, 42, 100.0), 43008
note_on(9, 36, 100.0), 43008
note_off(9, 42, 64), 43104
note_on(9, 42, 100.0), 43104
note_off(9, 36, 64), 43200
note_off(9, 42, 64), 43200
note_on(9, 42, 100.0), 43200
note_off(9, 42, 64), 43296
note_on(9, 42, 100.0), 43296
note_off(9, 42, 64), 43392
note_on(9, 42, 100.0), 43392
note_off(9, 42, 64), 43488
note_on(9, 42, 100.0), 43488
note_off(9, 42, 64), 43584
note_on(9, 42, 100.0), 43584
note_off(9, 42, 64), 43680
note_on(9, 42, 100.0), 43680
note_off(9, 42, 64), 43776
note_on(9, 42, 100.0), 43776
note_off(9, 42, 64), 43872
note_on(9, 42, 100.0), 43872
note_off(9, 42, 64), 43968
note_on(9, 42, 100.0), 43968
note_off(9, 42, 64), 44064
note_on(9, 42, 100.0), 44064
note_off(9, 42, 64), 44160
note_on(9, 42, 100.0), 44160
note_off(9, 42, 64), 44256
note_on(9, 42, 100.0), 44256
note_off(9, 42, 64), 44352
note_on(9, 42, 100.0), 44352
note_off(9, 42, 64), 44448
note_on(9, 42, 100.0), 44448
note_off(9, 42, 64), 44544
note_on(9, 36, 100.0), 44544
note_on(9, 42, 100.0), 44544
note_off(9, 42, 64), 44640
note_on(9, 42, 100.0), 44640
note_off(9, 36, 64), 44736
note_off(9, 42, 64), 44736
note_on(9, 42, 100.0), 44736
note_off(9, 42, 64), 44832
note_on(9, 42, 100.0), 44832
note_off(9, 42, 64), 44928
note_on(9, 42, 100.0), 44928
note_off(9, 42, 64), 45024
note_on(9, 42, 100.0), 45024
note_off(9, 42, 64), 45120
note_on(9, 42, 100.0), 45120
note_off(9, 42, 64), 45216
note_on(9, 42, 100.0), 45216
note_off(9, 42, 64), 45312
note_on(9, 42, 100.0), 45312
note_off(9, 42, 64), 45408
note_on(9, 42, 100.0), 45408
note_off(9, 42, 64), 45504
note_on(9, 42, 100.0), 45504
note_off(9, 42, 64), 45600
note_on(9, 42, 100.0), 45600
note_off(9, 42, 64), 45696
note_on(9, 42, 100.0), 45696
note_off(9, 42, 64), 45792
note_on(9, 42, 100.0), 45792
note_off(9, 42, 64), 45888
note_on(9, 42, 100.0), 45888
note_off(9, 42, 64), 45984
note_on(9, 42, 100.0), 45984
note_off(9, 42, 64), 46080
note_on(9, 36, 100.0), 46080
note_on(9, 42, 100.0), 46080
note_off(9, 42, 64), 46176
note_on(9, 42, 100.0), 46176
note_off(9, 36, 64), 46272
note_off(9, 42, 64), 46272
note_on(9, 42, 100.0), 46272
note_off(9, 42, 64), 46368
note_on(9, 42, 100.0), 46368
note_off(9, 42, 64), 46464
note_on(9, 36, 100.0), 46464
note_on(9, 42, 100.0), 46464
note_off(9, 42, 64), 46560
note_on(9, 42, 100.0), 46560
note_off(9, 36, 64), 46656
note_off(9, 42, 64), 46656
note_on(9, 42, 100.0), 46656
note_off(9, 42, 64), 46752
note_on(9, 42, 100.0), 46752
note_off(9, 42, 64), 46848
note_on(9, 40, 100.0), 46848
note_on(9, 42, 100.0), 46848
note_off(9, 42, 64), 46944
note_off(9, 40, 64), 46944
note_on(9, 40, 100.0), 46944
note_on(9, 42, 100.0), 46944
note_off(9, 42, 64), 47040
note_off(9, 40, 64), 47040
note_on(9, 40, 100.0), 47040
note_on(9, 42, 100.0), 47040
note_off(9, 42, 64), 47136
note_off(9, 40, 64), 47136
note_on(9, 40, 100.0), 47136
note_on(9, 42, 100.0), 47136
note_off(9, 42, 64), 47232
note_off(9, 40, 64), 47232
note_on(9, 40, 100.0), 47232
note_on(9, 42, 100.0), 47232
note_off(9, 40, 64), 47256
note_on(9, 40, 100.0), 47304
note_off(9, 42, 64), 47328
note_off(9, 40, 64), 47328
note_on(9, 40, 100.0), 47328
note_on(9, 42, 100.0), 47328
note_off(9, 40, 64), 47352
note_on(9, 40, 100.0), 47400
note_off(9, 42, 64), 47424
note_off(9, 40, 64), 47424
note_on(9, 40, 100.0), 47424
note_on(9, 42, 100.0), 47424
note_off(9, 40, 64), 47496
note_off(9, 42, 64), 47520
note_on(9, 40, 100.0), 47520
note_off(9, 40, 64), 47544
note_on(9, 40, 100.0), 47592
note_off(9, 40, 64), 47616
note_on(9, 54, 100.0), 6240
note_off(9, 54, 64), 6336
note_on(9, 54, 100.0), 6432
note_off(9, 54, 64), 6528
note_on(9, 54, 100.0), 6624
note_off(9, 54, 64), 6720
note_on(9, 54, 100.0), 6816
note_off(9, 54, 64), 6912
note_on(9, 54, 100.0), 7008
note_off(9, 54, 64), 7104
note_on(9, 54, 100.0), 7200
note_off(9, 54, 64), 7296
note_on(9, 54, 100.0), 7392
note_off(9, 54, 64), 7488
note_on(9, 54, 100.0), 7584
note_off(9, 54, 64), 7680
note_on(9, 54, 100.0), 7776
note_off(9, 54, 64), 7872
note_on(9, 54, 100.0), 7968
note_off(9, 54, 64), 8064
note_on(9, 54, 100.0), 8160
note_off(9, 54, 64), 8256
note_on(9, 54, 100.0), 8352
note_off(9, 54, 64), 8448
note_on(9, 54, 100.0), 8544
note_off(9, 54, 64), 8640
note_on(9, 54, 100.0), 8736
note_off(9, 54, 64), 8832
note_on(9, 54, 100.0), 8928
note_off(9, 54, 64), 9024
note_on(9, 54, 100.0), 9120
note_off(9, 54, 64), 9216
note_on(9, 54, 100.0), 9312
note_off(9, 54, 64), 9408
note_on(9, 54, 100.0), 9504
note_off(9, 54, 64), 9600
note_on(9, 54, 100.0), 9696
note_off(9, 54, 64), 9792
note_on(9, 54, 100.0), 9888
note_off(9, 54, 64), 9984
note_on(9, 54, 100.0), 10080
note_off(9, 54, 64), 10176
note_on(9, 54, 100.0), 10272
note_off(9, 54, 64), 10368
note_on(9, 54, 100.0), 10464
note_off(9, 54, 64), 10560
note_on(9, 54, 100.0), 10656
